UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
966,46767,Wisconsin & U.P. Michigan,13-03-2020,"If you are over the age of 65 &amp; need errands run to the grocery store, etc, but are afraid of being exposed to the #coronavirus, call one of our offices with your name &amp; phone#. We will contact you to receive your instructions for assistance. Call 715-735-3700 or 920-434-2400.",Negative
967,46768,Twitterland ,13-03-2020,"Keep an eye for bargains ??

example: ( trips from New York to Miami for $51 or other bargains out there )

Keep an eye on prices, don't buy over the top essential items. Many online sellers will try to rip you off. 

#Covid_19",Positive
968,46770,,13-03-2020,The line up at 12.39am Saturday morning at Coles Supermarket. I hate to think what the next few days are going to bring! #panickbuying #coronavirusaustralia #coronavirus #Covid_19 #covid19australia https://t.co/NrN9mFQ323,Negative
969,46771,"Hyderabad, India",13-03-2020,"#BlackFriday We need @narendramodi ji and @nsitharaman to intervene and now .. the way we are handling #Covid_19 we need to handle economy in the same manner 

1) Scrap LTCG
2)Slash Fuel prices by 10.. give more money in the hands of the people 
3)Monetary &amp; Fiscal stimulus",Negative
970,46773,"Rhode Island, USA",13-03-2020,Data doesn't lie - You may want to plan a shopping trip?! Americans Stock Up On Food as COVID-19 Concerns Rise https://t.co/Id5qtElbTH,Positive
971,46778,"New Brunswick, Canada",13-03-2020,"While youre out there hoarding OUTRAGEOUS amounts of canned foods, pasta and TP maybe consider taking a bag to your local food bank and help someone who can hardly afford food for their families let alone to stock pile it #justathought #covid19Canada #Covid_19",Negative
972,46779,,13-03-2020,Are people panic buying cat food too? i'll find out today. ? #Covid_19 #CoronaVirusCanada,Negative
973,46780,NYC,13-03-2020,"#Covid_19 wasn't real for most Americans until the stock market crashed. 

Once that happened.. kid's school cancelled indefinitely, all sports at national and local level cancelled &amp; shelves at every supermarket in the area emptied. 

The stock market is the national conscience.",Negative
974,46782,Malvern,13-03-2020,"Felt a bit helpless about what I could do to help my gran during Covid-19, so I'll be ordering her weekly shopping online for her (shes not great with computers). You could hear the relief in her voice when I suggest it. Look after your vulnerable ones when and where you can x",Negative
975,46783,Made in Canada,13-03-2020,"Stock a few bottles of #Quash 100% natural hand sanitizer spray 4 your desk home purse or travel -flight (spray TV screen, food tray etc.) Lab proven to kill toughest germs viruses Available https://t.co/PHybAU8cfB
#Covid_19 #Coronavirus #panicbuying https://t.co/jIdYTbrApZ",Negative
976,46785,Toronto,13-03-2020,Nothing about the levels of interest charged on items such as credit cards etc.  Debt is killing the consumer.  Lowe interest rates only going to make housing more expensive. Still no real solutions.. Smh. #Covid_19 #CoronaVirusCanada #stimuluspackage #cdnpoli,Negative
977,46787,West Coast,13-03-2020,"Unbelievable, I saw this at my local grocery store:
#COVID2019 #coronavirus #toiletpapercrisis https://t.co/BBBzq8wqm5",Positive
978,46788,"California, USA",13-03-2020,"Everyone is talking about how people are panicking buying, but have you ever thought this is what life looks like when people have time to go to the grocery store instead of working 5-6 days a week. 
#California #BBQ #Spring #Timeoff #Covid_19",Positive
979,46789,Bangalore/Delhi,13-03-2020,"Overheard at the supermarket: 

A: Let's pick 10 of those. Hurry up! 
B: Stop behaving like it's the zombie apocalypse.

Me: Let the Hunger Games begin. 

#Covid_19 #PanicRoom #Bangalore",Negative
980,46791,,13-03-2020,"People are crazy going to the supermarket. You can get everything you need at Home Depot or Lowe's, water, soap, beef jerky, energy drinks, gum and a hammer to beat people with to take their groceries. #Covid_19 #CoronaOutbreak",Positive
981,46794,Netherlands,13-03-2020,"Empty shelves in my local supermarket. A traffic jam in the parking lot. No shopping carts available. This normally NEVER happens during a weekday, especially not this early. #coronavirus #corona #Covid_19 #CoronaOutbreak #Friday13th https://t.co/l6VOyp1NNa",Negative
982,46797,,13-03-2020,"Grocery store employees should get bonuses during times like these.  They are putting their health at risk, working very hard and dealing with a panicked population. Grocery stores are making a lot of money rt. This is not business as usual. Treat your employees right. #Covid_19",Positive
983,46799,London...,13-03-2020,@0Calamity @RebelEmG @ArgyleLoz Just been looking on eBay.. Jesus wept... People are selling  pasta &amp; other foodstuffs at exorbitant prices... Just plain Me Me Meism...  #Covid_19,Negative
984,46808,Bedworth,13-03-2020,"Remember to leave some things on the supermarket shelf's for others &amp; to donate to food banks. We can slow this down together we don't need this useless government.
Look after each other
#flatenthecurve 
#Covid_19 https://t.co/ahNnQYjtCS",Negative
985,46809,"Mumbai, India",13-03-2020,"The situation of the #Covid_19 #COVID19  widespread continues to be evident as the world goes on a shutdown. Gold prices surge high and benefit from the global outbreak and uncertainty in the market. 

#gold #Global #rsbl #bullion #fridaymorning",Positive
986,46810,,13-03-2020,"A quick trip to the supermarket looked like this! Yes, its a pandemic but theres no need to panic! There is no food shortage! We must act wise and be responsible in such trying times.. 
#actwisenotstupid #beresponsible #stophoarding  #Covid_19 https://t.co/cZmQBEzHwp",Negative
987,46811,Earth,13-03-2020,"After visiting my local grocery store, I have lost my faith in humanitys ability to survive a Zombie Apocalypse... like what the hell is toilet paper going to help you with when you catch Corona!?!? #Covid_19 #lockdown #CoronavirusPandemic #ZombieApocalypse #endoftheworld",Positive
988,46812,"Cleveland, Ohio ",13-03-2020,Everyone says listen to the experts the experts didnt not say clear the grocery store shelves of everything. So we failed at that America. #CoronavirusPandemic #Covid_19 #UnitedStates,Negative
989,46813,"Kansas City, MO",13-03-2020,"First time in my lifetime that I have seen people panic shopping in the grocery store. Shelves bare. People running in circles. Buying 100 pounds of rice. Calm down folks!

#panicbuying #Covid_19",Negative
990,46817,Canada,13-03-2020,"$UBID .0095 Going 

Shop Online, avoid the stores and the high risk of being infected with the #Coronavirus #pandemic #COVID19 

Auctions, Online Shopping 

Do it the safe way, the Ecommerce way",Negative
991,46818,"Wexford, Ireland",13-03-2020,The real heroes are the supermarket workers! #coronapocalypse #CoronaOutbreak #CoronavirusPandemic #Coronavirusireland #coronavirus #Covid_19 #COVID19,Positive
992,46819,"England, United Kingdom",13-03-2020,People havent thought through this economic damage thing. Ive been at home 2 hours and already bought a new computer monitor. I think online shopping could do very well out of this ? #Covid_19,Negative
993,46820,"ÜT: 40.5896566,-74.4274456",13-03-2020,I'm at a pioneer supermarket in Brooklyn and it's nice to see that's some places haven't completely lost their mind and bought everything and everything #Covid_19 https://t.co/7DxjtSblwn,Positive
994,46821,"Washington, D.C.",13-03-2020,"An update on the #coronavirus in #LatinAmerica. The region has been hit not only with the disease but with low commodity prices. On the 7th-day since its 1st case, #Peru is leading the pack, although #Brazil is the country with the highest number of cases (52) #Covid_19. https://t.co/4gLfAaqNsj",Negative
995,46823,"Cardiff, Wales",13-03-2020,"One thing Ive not seen mentioned is the implications of COVID-19 on poor people even in countries with healthcare: food

Ill explain: my local supermarkets only have expensive food because all the cheap food gets basically bought in bulk the moment it comes back in stock.",Negative
996,46824,NC,13-03-2020,@BrentInGSO @gsochamber @LosChicosGSO I want to but Im over 70 and a nurse I know said not to eat out. I already risked my life on the supermarket today. #Covid_19,Negative
997,46827,"Reno, NV",13-03-2020,"@MayorSchieve I have been trying to find out, to no avail, how the city will protect the homeless when COVID-19 outbreaks, and what the plan/how can we help the food insecure who cannot stock up on 3 weeks of food, nor get by without school meals for thei",Positive
998,46828,"Jackson, Mississippi",13-03-2020,"Has anyone contemplated what #Coronavirus is going to do to #homeless populations? No healthcare, no ability to stock up on food, no choice about isolating?",Negative
999,46829,Dallas/Ft. Worth,13-03-2020,"social distancing is critical.... everyone goes to the grocery store, together, at the same time. #Covid_19 #panicbuying",Negative
1000,46835,Instagram @secupp,13-03-2020,"If you live in a school closure area, ask your school board, town or church where you can safely donate food for kids who might need it. This is a time to come together.",Positive
1001,46836,,13-03-2020,Lots of panic buying in the supermarket. So bought an extra packet of couscous just in case! #coronavirus #Covid_19 https://t.co/5PNM2pZdra,Negative
1002,46837,"Pierre, SD",13-03-2020,Be vigilant about scam calls regarding the Covid-19 situation and exercise caution with online shopping and protecting your private information!  Questions? The Consumer Protection Division can be reached at 1-800-300-1986 or via email at consumerhelp@state.sd.us,Negative
1003,46838,,13-03-2020,About the camp out in front of the grocery store for toilet paper like Black Friday! #TheSpotsGettingHot #LordHaveMercy ???#Covid_19 #CoronaOutbreak #CoronavirusPandemic,Positive
1004,46839,"London, England",13-03-2020,"#Poll just curious? have you been stock piling food and other supplies   #Covid_19  #CoronavirusPandemic #CoronaOutbreak
#lockdown #selfisolating #QuarantineAndChill #Friday13th",Positive
1005,46840,,13-03-2020,"Get the TV you want anywhere in the world. ?
Sports ?
Movies ?
Series ?
On demand ?
Real customer support ?

Prices starting from £4.17 per month ?
Competitive resellers packages ??

#IPTV #OTT #SPORTS #football
#PlayStation #XboxOne #ipeetv #Covid_19 #toiletpapercrisis",Positive
1006,46841,"Austin, TX",13-03-2020,"Any #Austin organizations that would be able to facilitate connection with seniors?

#Coronavirus is here. Seniors shouldn't be going to the grocery store.

Is there a way that young folks to volunteer to shop or drop off supplies for older folks?

#WeAreInThisTogether.",Negative
1007,46842,,13-03-2020,"#Covid_19 #Corona_Virus
My department has invoked Disaster Management Act in an effort to control the prices of surgical &amp; protective masks, hand sanitizer &amp; gloves, and to ensure that they are easily available in the market. @PMOIndia @narendramodi  @drharshvardhan",Positive
